batch,attack,seed,round,cid,principal_id,attack_active,valid,coherence,trainable_residual_norm,sketch_norm,loo_residual_ratio,aggregation_weight,existing_cumulative_q
clean_seed103,none,103,11,1,1,False,True,0.5098421323602169,3.043197600285783,1.0,0.9743846066408184,0.1,1.0
clean_seed103,none,103,11,10,10,False,True,0.553453414636364,3.1118517562921446,1.0,0.9963666011022473,0.1,1.0
clean_seed103,none,103,11,11,11,False,True,0.5017425845034295,3.0635427057269524,1.0,0.9808987934161031,0.1,1.0
clean_seed103,none,103,11,13,13,False,True,0.5649639554133608,3.136254116629126,1.0,1.0078417489803748,0.1,1.0
clean_seed103,none,103,11,14,14,False,True,0.5257998986135918,3.1670195505662844,0.9999999999999999,1.0177282848267404,0.1,1.0
clean_seed103,none,103,11,18,18,False,False,,3.0533394087707273,0.9999999999999999,0.9776318562017081,0.1,1.0
clean_seed103,none,103,11,4,4,False,False,,3.2375496994070696,1.0,1.0403932940766747,0.1,1.0
clean_seed103,none,103,11,7,7,False,False,,3.154658452623447,1.0,1.0137560204289127,0.1,1.0
clean_seed103,none,103,11,9,9,False,True,0.5438813273473434,3.1231995862262005,1.0,1.003646648626854,0.1,1.0
clean_seed103,none,103,12,1,1,False,True,0.5416009942949848,3.02948470314799,1.0,0.976008309876898,0.1,1.0
clean_seed103,none,103,12,12,12,False,True,0.5348632483587502,3.1253913700842633,1.0,1.0086622224005533,0.1,1.0
clean_seed103,none,103,12,15,15,False,True,0.48301664306844344,3.0463549523446587,1.0,0.9814433937340745,0.1,1.0
clean_seed103,none,103,12,16,16,False,False,,3.163804248319855,1.0,1.021059267935644,0.1,1.0
clean_seed103,none,103,12,17,17,False,True,0.5457432278161385,3.133699254168795,1.0,1.011343438233028,0.1,1.0
clean_seed103,none,103,12,3,3,False,True,0.5421235829030919,3.1039538008954994,1.0,1.0017436436946099,0.1,1.0
clean_seed103,none,103,12,4,4,False,False,,3.134679549641294,1.0,1.0116598104542367,0.1,1.0
clean_seed103,none,103,12,6,6,False,True,0.5336053377326525,3.098551031926254,1.0,0.9982593913067628,0.1,1.0
clean_seed103,none,103,12,7,7,False,True,0.5236675340295749,3.0252570085853283,1.0,0.9746462746038723,0.1,1.0
clean_seed103,none,103,12,8,8,False,True,0.5401564912808929,3.0390333674152252,1.0,0.9790846005950397,0.1,1.0
clean_seed103,none,103,13,1,1,False,True,0.5620586175740675,2.9582450957839828,1.0,0.9581518424105301,0.1,1.0
clean_seed103,none,103,13,12,12,False,True,0.5587773237319893,3.1363270258642606,1.0,1.0199711496876471,0.1,1.0
clean_seed103,none,103,13,13,13,False,True,0.578806411275175,3.0134018563862024,1.0,0.9760166744583315,0.1,1.0
clean_seed103,none,103,13,18,18,False,True,0.534770796857661,3.098018702435389,1.0,1.0075128236367834,0.1,1.0
clean_seed103,none,103,13,2,2,False,True,0.519368779937988,3.087449154553201,1.0,1.0040754799490335,0.1,1.0
clean_seed103,none,103,13,3,3,False,True,0.5698866736863106,3.1134732423968328,1.0,1.0125388253140237,0.1,1.0
clean_seed103,none,103,13,6,6,False,True,0.5366443258409431,3.038626167777973,1.0,0.9841866264572402,0.1,1.0
clean_seed103,none,103,13,7,7,False,True,0.5412260272582754,3.0749173903837574,1.0,0.9959410621707042,0.1,1.0
clean_seed103,none,103,13,8,8,False,True,0.5565499156006152,3.05780931480983,0.9999999999999999,0.9903998938088876,0.1,1.0
clean_seed103,none,103,13,9,9,False,True,0.5602984172873835,3.116605814487149,1.0,1.0135575753136539,0.1,1.0
clean_seed103,none,103,14,0,0,False,True,0.5715533712208267,3.0546724572826576,1.0,0.9827353100282233,0.1,1.0
clean_seed103,none,103,14,10,10,False,True,0.5526804618861249,3.108336930719351,0.9999999999999999,1.000238655894044,0.1,1.0
clean_seed103,none,103,14,12,12,False,True,0.5479457047917161,3.126915659263572,1.0,1.0062171462834342,0.1,1.0
clean_seed103,none,103,14,13,13,False,True,0.5902496778121202,3.107595284788333,1.0,0.9997614010490019,0.1,1.0
clean_seed103,none,103,14,14,14,False,True,0.5394058245980473,3.1576350154416195,1.0,1.0161023962477453,0.1,1.0
clean_seed103,none,103,14,15,15,False,True,0.5103176826520972,3.075458641186479,0.9999999999999999,0.9894225464402074,0.1,1.0
clean_seed103,none,103,14,16,16,False,False,,3.135080236401495,0.9999999999999999,1.0088444437239628,0.1,1.0
clean_seed103,none,103,14,3,3,False,True,0.5730902369117284,3.1054935237008103,0.9999999999999999,0.9990852320446861,0.1,1.0
clean_seed103,none,103,14,5,5,False,True,0.5683990558893862,3.19252013422825,1.0,1.027328156229231,0.1,1.0
clean_seed103,none,103,14,6,6,False,True,0.5603070112949936,3.070053573209694,0.9999999999999999,0.9876836525888469,0.1,1.0
clean_seed103,none,103,15,0,0,False,True,0.5718673903469653,3.0197831796799597,0.9999999999999999,0.9685714277188701,0.1,1.0
clean_seed103,none,103,15,1,1,False,True,0.5789099688276202,3.024704490042702,0.9999999999999999,0.9701498988608922,0.1,1.0
clean_seed103,none,103,15,12,12,False,True,0.550286954490069,3.133397282943771,1.0,1.0156697758247153,0.1,1.0
clean_seed103,none,103,15,13,13,False,True,0.5789873157263141,3.05735616017422,1.0,0.9806226622597671,0.1,1.0
clean_seed103,none,103,15,17,17,False,True,0.5377437348708942,3.1252917032636023,1.0,1.0130424063744705,0.1,1.0
clean_seed103,none,103,15,2,2,False,True,0.5284815796127345,3.117770247251665,1.0,1.010604376705171,0.1,1.0
clean_seed103,none,103,15,3,3,False,True,0.5820161927737647,3.04337719638433,0.9999999999999999,0.9761390208489824,0.1,1.0
clean_seed103,none,103,15,5,5,False,True,0.5682606033207541,3.1871540295188523,1.0,1.0330946657485631,0.1,1.0
clean_seed103,none,103,15,7,7,False,True,0.5683801678487411,3.0850551601769176,0.9999999999999999,0.9895068961211667,0.1,1.0
clean_seed103,none,103,15,9,9,False,True,0.5644945469087759,3.1649379919609277,0.9999999999999999,1.0258934857357394,0.1,1.0
clean_seed103,none,103,16,0,0,False,True,0.5777217988342761,3.037370313844068,1.0,0.964210229953502,0.1,1.0
clean_seed103,none,103,16,1,1,False,True,0.5725362507289249,3.044065261207297,1.0,0.966335534433895,0.1,1.0
clean_seed103,none,103,16,10,10,False,True,0.5602385189301762,3.1766282175118463,1.0,1.0118868971362736,0.1,1.0
clean_seed103,none,103,16,12,12,False,True,0.5521020618322412,3.1697502438053053,1.0,1.0096959792837752,0.1,1.0
clean_seed103,none,103,16,14,14,False,True,0.5424470099513105,3.1501121015803184,0.9999999999999999,1.0034404223092397,0.1,1.0
clean_seed103,none,103,16,15,15,False,True,0.5432864610625958,3.1358918694150617,1.0,0.9954858012328759,0.1,1.0
clean_seed103,none,103,16,17,17,False,True,0.5443527398409912,3.174731812784207,1.0,1.0112828141387775,0.1,1.0
clean_seed103,none,103,16,19,19,False,True,0.4963422393399607,3.1393115441083146,0.9999999999999999,0.9965713736134706,0.1,1.0
clean_seed103,none,103,16,3,3,False,True,0.5849172139575798,3.1145738484830736,1.0,0.9887184163765422,0.1,1.0
clean_seed103,none,103,16,6,6,False,True,0.5843194439155179,3.168776309933915,1.0,1.0093857412402722,0.1,1.0
clean_seed103,none,103,17,1,1,False,True,0.5859682585425405,3.0510009437991723,1.0,0.9783566756778381,0.1,1.0
clean_seed103,none,103,17,10,10,False,True,0.5648227294815735,3.0940079146155055,1.0,0.992147611103262,0.1,1.0
clean_seed103,none,103,17,11,11,False,True,0.5359405690833465,3.144243970235141,1.0,1.0160532636298927,0.1,1.0
